domain,sup_ps,prior_l2_ps,prior_bnd_ps,cyc_sim_ps,knn_min,knn_mean_k,jac_sigma_max,proxy_floor_ps
sim,0.50360506772995,1.0084441900253296,0.0154558941721916,0.0196707397699356,1.4913688898086548,1.751697063446045,,0.0161439813673496
sim,0.6924723982810974,1.4177134037017822,0.0115148639306426,0.0659346953034401,1.5034185647964478,1.927187442779541,,0.0508803986012935
sim,0.4816072881221771,0.8241950869560242,0.0111978650093078,0.0242652259767055,1.341892123222351,1.6087262630462646,,0.0154256066307425
sim,0.3876655101776123,0.8510585427284241,0.009356066584587,0.022070825099945,1.2170559167861938,1.4169580936431885,,0.0163293834775686
sim,0.5154457092285156,1.2061656713485718,0.0077200960367918,0.0557701624929904,1.382553219795227,1.6883790493011477,,0.0418330766260623
sim,0.4124069213867187,1.2099398374557495,0.004819817841053,0.0419801846146583,1.6999891996383667,1.876583456993103,,0.0213068947196006
sim,0.5999927520751953,0.9536450505256652,0.0044954121112823,0.009946521371603,1.121825098991394,1.798409938812256,3.2562623023986816,0.0111345518380403
sim,0.3044287264347076,0.7275223731994629,0.0036799237132072,0.0260794758796691,0.924347996711731,1.3771201372146606,,0.0135278487578034
sim,0.639717698097229,1.1263251304626465,0.002542461734265,0.1376403421163559,1.7885384559631348,2.1688075065612797,,0.0337274931371212
sim,0.65423983335495,0.645469605922699,0.0014837682247161,0.0096273683011531,1.6525070667266846,1.860504150390625,,0.0247014071792364
sim,0.5590764880180359,0.8376326560974121,0.0013855397701263,0.018965620547533,1.417117714881897,1.8575133085250852,,0.018369035795331
sim,0.4856719672679901,0.9798984527587892,0.0013605132699012,0.0102226929739117,0.9277225732803344,1.6040122509002686,,0.0095774894580245
sim,0.634940505027771,0.6504485607147217,0.0005273052956908,0.0173277892172336,1.5719105005264282,1.8377047777175903,,0.0105627095326781
sim,0.6935585141181946,0.8738282322883606,0.0003966987133026,0.0125102009624242,1.8846218585968015,2.007261276245117,,0.0121058104559779
sim,0.6694652438163757,0.8260802030563354,0.0001534138427814,0.020674243569374,1.347014307975769,1.781651496887207,,0.0256752129644155
sim,0.8215084075927734,0.3058715760707855,0.0,0.0027300841175019,1.7662994861602783,1.919492602348328,,0.0022824571933597
sim,0.4764619469642639,0.6131144762039185,0.0,0.0093380641192197,1.5829036235809326,1.8168728351593015,33.54287338256836,0.0096156159415841
meas,,1.0046249628067017,0.0,0.0915512964129448,1.2298908233642578,1.499799728393555,,
sim,0.6188145875930786,0.551435649394989,0.0,0.0095605719834566,1.5947457551956177,1.8012943267822266,40.571197509765625,0.0083751892670989
sim,0.3626041412353515,0.5066024661064148,0.0,0.014629359357059,1.3592935800552368,1.5898374319076538,,0.0120587320998311
sim,0.3647960126399994,0.6123803853988647,0.0,0.0397491119801998,1.5384749174118042,1.6849393844604492,,0.0105080148205161
sim,0.3176949322223663,0.3787843585014343,0.0,0.0134847499430179,0.8868456482887268,1.4327231645584106,,0.0088654002174735
sim,0.4823186695575714,0.5669091939926147,0.0,0.0214185789227485,1.3299591541290283,1.553173303604126,,0.0202175639569759
sim,0.362743079662323,0.2207938581705093,0.0,0.0045803640969097,1.387916922569275,1.554553508758545,,0.0039785229600965
sim,0.7628647685050964,0.4420238137245178,0.0,0.0330453924834728,1.4831531047821045,1.761023759841919,,0.0093816956505179
sim,0.7790576815605164,0.6972689628601074,0.0,0.0118993036448955,1.852632761001587,2.0157470703125,,0.0041371253319084
sim,0.7897921800613403,0.2964631915092468,0.0,0.0216248296201229,1.8195356130599976,2.0874485969543457,,0.0156225217506289
sim,0.5126203298568726,0.5969955921173096,0.0,0.0367982685565948,1.6542842388153076,1.816941499710083,,0.0200480353087186
sim,0.4981124401092529,0.3091937303543091,0.0,0.0103605687618255,1.262723684310913,1.6293926239013672,,0.0062050404958426
sim,0.8489364385604858,0.2826785743236542,0.0,0.0170408934354782,1.4724568128585815,1.7034087181091309,,0.0117866285145282
sim,0.531778872013092,0.1004646718502044,0.0,0.0213802065700292,1.4519970417022705,1.705230951309204,,0.0198756344616413
