domain,sup_ps,prior_l2_ps,prior_bnd_ps,cyc_sim_ps,knn_min,knn_mean_k,jac_sigma_max,proxy_floor_ps
sim,0.8536301851272583,0.7416244149208069,0.0,0.0343204773962497,2.189758539199829,2.3905301094055176,11.365981101989746,0.0167153216898441
sim,1.160482406616211,0.593503475189209,0.0,0.0100130420178174,2.073875904083252,2.3408279418945312,,0.0069434586912393
sim,0.8837653398513794,0.3276980519294739,0.0,0.0079825520515441,2.0846171379089355,2.205453634262085,,0.0086953686550259
sim,1.0287433862686155,0.4870694875717163,0.0,0.0198499057441949,2.0388970375061035,2.245229721069336,,0.0054677152074873
sim,0.8385140299797058,0.4328857362270355,0.0,0.0094432104378938,2.1388609409332275,2.2370705604553223,,0.009365358389914
sim,0.9261074066162108,0.4923717975616455,0.0,0.0337618179619312,2.2291829586029053,2.323939800262451,,0.0073403380811214
sim,0.7113222479820251,0.7627370357513428,0.0,0.0111839333549141,2.1786458492279053,2.3266801834106445,,0.0141822742298245
sim,0.6850515604019165,0.7792949676513672,0.0,0.0244194883853197,2.0411171913146973,2.255276679992676,,0.0303271748125553
sim,0.7184608578681946,0.5396410226821899,0.0,0.0281226728111505,2.3340513706207275,2.4665040969848637,,0.0174717307090759
sim,0.8504847288131714,0.3651552200317383,0.0,0.0137157905846834,2.0401546955108643,2.107743740081787,,0.0144638055935502
sim,0.6264472007751465,0.662436306476593,0.0,0.0218259431421756,2.0155625343322754,2.1767585277557373,,0.021560363471508
sim,0.92706960439682,0.4799352586269378,0.0,0.0318736210465431,2.062338590621948,2.3428125381469727,,0.0222016926854848
sim,0.9546495079994202,0.339285284280777,0.0,0.0116793066263198,2.0444881916046143,2.201046943664551,,0.0097920978441834
sim,0.9693973064422609,0.4626340866088867,0.0,0.0178042966872453,2.0456697940826416,2.2131052017211914,,0.0565642789006233
sim,0.7576901912689209,0.9704278707504272,0.0,0.0722482725977897,2.1430904865264893,2.241288900375366,,0.0459309704601764
sim,0.9696818590164183,0.4525745809078216,0.0,0.0134827839210629,2.159667491912842,2.299813270568848,,0.0129721378907561
sim,0.9032995104789734,0.3448592126369476,0.0,0.0189193692058324,2.0461246967315674,2.1975626945495605,,0.0133632579818367
sim,0.7956064343452454,0.7750098705291748,0.0,0.0103768771514296,2.066058158874512,2.2876877784729004,,0.0071203201077878
sim,0.7223782539367676,0.7941933870315552,0.0,0.0322303101420402,2.102545499801636,2.3112826347351074,,0.0176347456872463
sim,0.8587808012962341,0.5508389472961426,0.0,0.0182571224868297,2.0226826667785645,2.1676766872406006,,0.0135774100199341
sim,0.6819204092025757,0.9978856444358826,0.0,0.0424454808235168,2.072333335876465,2.2895307540893555,,0.0211064964532852
