VOFF,U0,NS0ACCS,NFACTOR,ETA0,VSAT,VDSCALE,CDSCD,LAMBDA,MEXPACCD,DELTA,final_loss
-3.0,0.8508065938949585,2.5383334028771328e+17,15.152307510375977,0.23429112136363983,81449.90625,0.9991478323936462,0.39562100172042847,0.0,0.9120287895202637,5.209518909454346,0.15578429400920868
