domain,cyc_sim_ps,sup_ps,prior_l2_ps,prior_bnd_ps,knn_min,knn_mean_k,jac_sig
sim,1.6638342142105105,0.7473152279853821,0.9791412949562072,0.0033787919674068,1.5569236278533936,1.7727495431900024,56.51764297485352
sim,1.6253798007965088,0.7536693811416626,0.6673069596290588,0.0,1.6963118314743042,2.208055257797241,
sim,1.606478214263916,0.5928148627281189,1.0373921394348145,0.0055639347992837,1.9181452989578247,2.089818000793457,50.00435256958008
sim,1.5713945627212524,0.6893877387046814,0.9309260845184326,0.0,1.781688928604126,2.085615396499634,142.3343505859375
sim,1.5704890489578247,0.4770199060440063,0.7129577994346619,0.0,1.9501696825027464,2.17597770690918,63.410194396972656
sim,1.5640244483947754,0.8789564371109009,1.239051342010498,0.013434181921184,1.8236457109451292,1.9289785623550413,55.91031265258789
sim,1.5379905700683594,0.8731643557548523,0.6773847937583923,0.0,1.789916753768921,2.105021953582764,
sim,1.5176254510879517,0.7582176327705383,0.6123310327529907,0.0,1.828416109085083,1.9643146991729736,43.63985443115234
sim,1.4961860179901123,0.7724418044090271,1.1859245300292969,0.0087552862241864,1.817816972732544,2.011998176574707,58.23799514770508
sim,1.4745184183120728,1.2088065147399902,0.620402455329895,0.0,1.819424271583557,2.183226585388184,69.7368392944336
sim,1.472777009010315,0.7006434798240662,0.8850880861282349,0.0052769514732062,1.7325539588928225,1.994318127632141,55.49037170410156
sim,1.4014644622802734,0.705163300037384,1.0240321159362793,0.0069269076921045,1.575905680656433,2.0653557777404785,
sim,1.3820650577545166,0.7758696675300598,0.9670210480690002,0.0066919792443513,1.5752356052398682,2.0808396339416504,68.5668716430664
sim,1.3701132535934448,0.8221043944358826,0.7793747186660767,0.0,1.9892829656600952,2.4336209297180176,62.84565353393555
sim,1.3641810417175293,0.8045980334281921,0.594501256942749,0.0,2.0403366088867188,2.281298875808716,38.40507125854492
sim,1.3402714729309082,0.8180454969406128,0.7671897411346436,0.0,2.250151395797729,2.3479092121124268,56.96746063232422
sim,1.3392553329467771,0.6487390398979187,0.4576381742954254,0.0,1.5186692476272583,2.0646915435791016,46.217041015625
sim,1.2838398218154907,0.5974524617195129,0.7517021894454956,0.0,2.127682447433472,2.25523042678833,172.304443359375
sim,1.2657266855239868,0.7734382152557373,0.9869049191474916,0.0072329775430262,2.103006362915039,2.212135076522827,
sim,1.2647918462753296,0.6298806667327881,0.8772009611129761,0.0050898822955787,1.6851905584335327,1.9052619934082031,
sim,1.2257589101791382,1.219310283660889,1.1916024684906006,0.013689081184566,1.7681818008422852,2.1502981185913086,
sim,1.2167035341262815,0.6998450756072998,1.0017502307891846,0.0017826358089223,1.9496912956237795,2.1012368202209477,60.41207885742188
sim,1.2106871604919434,1.0082873106002808,0.3612216413021087,0.0,2.391067743301392,2.458132266998291,46.91519546508789
