domain,cyc_sim_ps,sup_ps,prior_l2_ps,prior_bnd_ps,knn_min,knn_mean_k,jac_sig
sim,0.1326482594013214,1.077617049217224,0.7589071393013,0.0,2.1874547004699707,2.391310214996338,6.735737323760986
sim,0.2133408784866333,0.926954448223114,0.6040627360343933,0.0,2.028404712677002,2.1824607849121094,46.08477020263672
sim,0.0893540978431701,1.127181053161621,0.3898841440677643,0.0,2.336207389831543,2.5728328227996826,76.38822937011719
sim,0.1407548487186432,1.3150619268417358,1.4308096170425415,0.0179349221289157,2.2637505531311035,2.436269998550415,95.74061584472656
sim,0.0209391545504331,1.4000133275985718,0.8522064089775085,0.0,2.041166067123413,2.714873790740967,7.484864711761475
sim,0.4437354803085327,1.0899126529693604,0.6945017576217651,0.0,2.017385721206665,2.3764853477478027,29.963029861450195
sim,1.0310062170028689,0.8817881345748901,0.3025034368038177,0.0,2.213006496429444,2.582977771759033,26.27834129333496
sim,1.3641810417175293,0.8045980334281921,0.594501256942749,0.0,2.0403366088867188,2.281298875808716,38.40507125854492
sim,0.2405413538217544,1.0138554573059082,0.6813548803329468,0.0,2.1440775394439697,2.386556625366211,19.976564407348636
sim,0.5879955291748047,0.6417034864425659,0.6821415424346924,0.0,2.190415143966675,2.4579017162323,70.92796325683594
sim,0.7111906409263611,0.7821155190467834,0.731328547000885,0.0,2.0967166423797607,2.5860931873321533,34.78017807006836
sim,0.3135289847850799,0.7766770124435425,0.5686522722244263,0.0,2.098635673522949,2.288168430328369,58.06264114379883
sim,1.1946909427642822,1.239905595779419,0.6061782836914062,0.0,2.003272294998169,2.5057923793792725,60.22096252441406
sim,0.1045066118240356,1.1497377157211304,0.5896207690238953,0.0,2.3319666385650635,2.604898452758789,39.61477279663086
sim,0.6189395189285278,0.8756411671638489,0.9123881459236144,0.0,2.310662746429444,2.495616912841797,35.58753204345703
sim,0.0530173443257808,1.0562199354171753,0.6837356090545654,0.0,2.0167899131774902,2.401252269744873,9.57400608062744
sim,1.084172248840332,0.866335391998291,0.4429948627948761,0.0,2.015475034713745,2.6075987815856934,23.65917015075684
sim,0.1586097925901413,1.1740946769714355,0.4451177716255188,0.0,2.35840106010437,2.47762131690979,18.323522567749023
sim,0.0255808942019939,0.7863794565200806,0.9126997590065002,0.0,2.150560140609741,2.259592056274414,12.972203254699709
sim,0.6763377785682678,0.8980584144592285,0.7645752429962158,0.0,2.2354092597961426,2.5393874645233154,48.62906265258789
sim,0.2262803018093109,1.310837984085083,0.7047117352485657,0.0,2.2622416019439697,2.5391976833343506,41.74140930175781
sim,0.1688660532236099,1.0027061700820925,0.7070553302764893,0.0,2.2432961463928223,2.440348625183105,30.07907485961914
sim,0.3520307838916778,0.9363237619400024,0.7881147861480713,0.0,2.134905815124512,2.420027494430542,26.26048469543457
sim,0.0762594416737556,1.1246998310089111,0.2349851578474044,0.0,2.2742185592651367,2.6542484760284424,25.81475830078125
sim,0.5706486701965332,0.9453048706054688,0.6879206299781799,0.0,2.204749822616577,2.4106884002685547,34.374908447265625
