domain,cyc_sim_ps,sup_ps,prior_l2_ps,prior_bnd_ps,knn_min,knn_mean_k,jac_sig
sim,0.8011730313301086,0.9629840850830078,1.6558821201324463,0.0266085211187601,2.010822534561157,2.3721923828125,91.91732025146484
sim,1.0471508502960205,0.8463893532752991,1.5306036472320557,0.0235508885234594,1.928946018218994,2.1413826942443848,79.21405029296875
sim,1.122925877571106,1.1212255954742432,1.5714706182479858,0.0205950271338224,2.158255815505981,2.385610580444336,73.2479248046875
sim,0.1407548487186432,1.3150619268417358,1.4308096170425415,0.0179349221289157,2.2637505531311035,2.436269998550415,95.74061584472656
sim,0.901077926158905,0.941458821296692,1.5181220769882202,0.0174729172140359,2.552370548248291,2.7563040256500244,70.32494354248047
sim,0.7215901613235474,0.8441447615623474,0.9873391389846802,0.0174355097115039,1.905094027519226,2.3315582275390625,117.87161254882812
sim,0.1244847476482391,0.8726703524589539,1.204476237297058,0.0171486493200063,1.4889885187149048,2.2771928310394287,26.704492568969727
sim,1.045588493347168,0.7564483880996704,1.3758372068405151,0.0170094370841979,2.070018529891968,2.251397132873535,61.29783248901367
sim,0.1764221489429474,1.1154729127883911,1.1148688793182373,0.0169422589242458,1.9548873901367188,2.206732749938965,95.45248413085938
sim,0.7960077524185181,0.6950970888137817,1.2766239643096924,0.0163146127015352,1.6565983295440674,2.1911869049072266,88.94170379638672
sim,1.1609348058700562,0.97599059343338,1.2320940494537354,0.0163077060133218,1.669583797454834,2.0883941650390625,44.173583984375
sim,1.0150631666183472,1.308299541473389,1.1868349313735962,0.0156413186341524,1.4843685626983645,2.118637561798096,69.24494934082031
sim,0.8545613288879395,0.9495155811309814,1.3445078134536743,0.0155942179262638,2.2125320434570312,2.3506321907043457,93.14488220214844
sim,1.2257589101791382,1.219310283660889,1.1916024684906006,0.013689081184566,1.7681818008422852,2.1502981185913086,
sim,1.5640244483947754,0.8789564371109009,1.239051342010498,0.013434181921184,1.8236457109451292,1.9289785623550413,55.91031265258789
sim,0.7523748278617859,0.8342400193214417,1.2182912826538086,0.0132275056093931,1.9239833354949951,2.386457920074463,63.80574035644531
sim,1.208612322807312,0.9592517018318176,1.209575653076172,0.0130660505965352,1.555798053741455,2.0479509830474854,
sim,0.1332391798496246,0.74595046043396,0.948289155960083,0.0124753834679722,1.6783447265625,1.977194905281067,30.72854232788086
