sup_ps,prior_l2_ps,prior_bnd_ps,cyc_sim_ps,knn_min,knn_mean_k,jac_sigma_max
1.6790355443954468,0.4774298369884491,0.659921407699585,0.3440449237823486,1.152204513549805,1.2521462440490725,
1.3331023454666138,0.5016390085220337,0.6524814963340759,0.3431864380836487,1.2707539796829224,1.367992281913757,
0.4761104583740234,0.3220405876636505,0.6309527158737183,0.3353361487388611,1.019961953163147,1.2546738386154177,
1.7918434143066406,0.3677881956100464,0.6428753137588501,0.3351837396621704,1.1561847925186155,1.2699763774871826,
0.8354993462562561,0.379962295293808,0.6319058537483215,0.3281541764736175,0.9921875,1.3164269924163818,
1.502102971076965,0.339941531419754,0.6427297592163086,0.3234663009643554,1.1469937562942505,1.2378522157669067,
1.441430687904358,0.3185718357563019,0.6418555974960327,0.3163594007492065,1.1588144302368164,1.2436892986297607,
1.333891749382019,0.365901231765747,0.6480624675750732,0.3108308613300323,0.9341079592704772,1.1528240442276,
1.7579370737075806,0.4224597811698913,0.6506253480911255,0.3101561069488525,1.009495496749878,1.20502507686615,
1.5937254428863523,0.4558142125606537,0.6465367078781128,0.3095660805702209,1.2250220775604248,1.3278188705444336,
1.6098402738571167,0.4794917702674866,0.6479038596153259,0.3045857548713684,1.2640583515167236,1.3624403476715088,
1.1752737760543823,0.3861475884914398,0.6439470052719116,0.302116334438324,1.1481326818466189,1.2572221755981443,
1.2263548374176023,0.2933126091957092,0.6393486857414246,0.3000745177268982,1.1659080982208252,1.3013790845870972,
0.8613253831863403,0.4027068614959717,0.6522572636604309,0.2997021079063415,1.2358094453811646,1.2828658819198608,
0.5651794672012329,0.4222516715526581,0.6327527761459351,0.2989924252033233,0.9998867511749268,1.2971771955490112,
0.5115933418273926,0.3751029074192047,0.6316558122634888,0.298222929239273,1.000251293182373,1.2235496044158936,
0.9157273173332214,0.3367135524749756,0.6400015950202942,0.2977343499660492,1.3426973819732666,1.4293131828308103,
1.4700746536254885,0.3933191299438476,0.630942702293396,0.2956027686595917,1.407386064529419,1.5144991874694824,
1.6347869634628296,0.35017791390419,0.6403102278709412,0.2951572239398956,1.1425122022628784,1.3248581886291504,
1.1968395709991455,0.4772158563137054,0.6465131640434265,0.2932485342025757,1.2715665102005005,1.3655778169631958,
1.3803476095199585,0.4652237892150879,0.6468924880027771,0.2907524406909942,1.2875198125839231,1.3723814487457275,
1.0106841325759888,0.4572446644306183,0.6470448970794678,0.2882916927337646,1.283369541168213,1.360787034034729,
1.3963922262191772,0.4569546580314636,0.6454742550849915,0.285362958908081,1.278023362159729,1.3415184020996094,
1.5378261804580688,0.3936551809310913,0.6398935317993164,0.2834372818470001,1.1638765335083008,1.424832820892334,90.7640380859375
1.0063495635986328,0.4696082472801208,0.6468623876571655,0.2832085788249969,1.2671681642532349,1.3447738885879517,
1.4463881254196167,0.4101518392562866,0.6457531452178955,0.2826316356658935,1.1453629732131958,1.2512798309326172,
1.1654953956604004,0.3036490976810455,0.641280472278595,0.2798375487327575,1.1241600513458252,1.22916579246521,
1.626614332199097,0.3992583751678467,0.6460416913032532,0.2789579927921295,1.1880401372909546,1.3678584098815918,
1.0283797979354858,0.3710194230079651,0.6428682804107666,0.2785581052303314,1.1893328428268433,1.2826769351959229,
0.5207136869430542,0.3522999286651611,0.6318973898887634,0.2782382369041443,1.0077670812606812,1.2483575344085691,
0.6718206405639648,0.3302266597747803,0.6306648254394531,0.2781635522842407,1.0502930879592896,1.242150068283081,49.56756210327149
1.3865410089492798,0.4031495749950409,0.641714334487915,0.278110146522522,1.1902865171432495,1.353315353393555,
1.485309600830078,0.3970642685890198,0.6396437287330627,0.2766784727573395,1.3501412868499756,1.5017318725585938,
0.7403737902641296,0.3110734522342682,0.630767822265625,0.2765733003616333,1.068872570991516,1.3173450231552124,
0.4676122069358825,0.2800869047641754,0.6297784447669983,0.276481032371521,1.0337756872177124,1.2503345012664795,
0.8747940063476562,0.2540766298770904,0.6291701793670654,0.2751319706439972,1.1589816808700562,1.3035659790039062,
1.3335787057876587,0.3728346824645996,0.6400246024131775,0.2749964594841003,1.185504674911499,1.418015480041504,
0.8790961503982544,0.3352800607681274,0.630314826965332,0.2741621434688568,1.3404974937438965,1.4419786930084229,
1.1059895753860474,0.4502975344657898,0.6452810764312744,0.2721360027790069,1.2984117269515991,1.3688430786132812,
0.6156743168830872,0.3458711206912994,0.6300556659698486,0.2712492346763611,1.084311604499817,1.2783291339874268,
0.9251834154129028,0.4284783005714416,0.6537790894508362,0.2705371677875519,1.178342342376709,1.369943380355835,
0.9783694744110109,0.4300971925258636,0.6410535573959351,0.2702741324901581,1.2868773937225342,1.4910151958465576,
1.4229683876037598,0.4225508272647857,0.6550354361534119,0.2669037878513336,0.9864673614501952,1.2998497486114502,
0.4801922738552093,0.3707403242588043,0.6286924481391907,0.2658788561820984,1.1861350536346436,1.3663413524627686,
1.454290747642517,0.3335907161235809,0.6382060647010803,0.2650297284126282,1.231324553489685,1.4443893432617188,
1.0315418243408203,0.3041380941867828,0.6379764676094055,0.2647051811218261,1.2678760290145874,1.439037561416626,
1.5800025463104248,0.2454707473516464,0.6553203463554382,0.2624469399452209,0.6604408025741577,1.0554567575454712,
0.5659233927726746,0.4221459329128265,0.6336072683334351,0.2621482014656067,1.0593492984771729,1.398164987564087,
1.3071105480194092,0.4821966588497162,0.6445377469062805,0.2613696455955505,1.2867950201034546,1.387095928192139,
1.4778484106063845,0.469716727733612,0.6418553590774536,0.2590687572956085,1.213192105293274,1.4642213582992554,
