sup_ps,prior_l2_ps,prior_bnd_ps,cyc_sim_ps,knn_min,knn_mean_k,jac_sigma_max
0.3800967037677765,0.49076908826828,0.6812175512313843,0.0366447791457176,1.0279260873794556,1.1874263286590576,
0.6614677309989929,0.4544756710529327,0.6809102296829224,0.0274065863341093,0.921421766281128,1.121828556060791,
0.4669178426265716,0.5394365191459656,0.67937171459198,0.0563255585730075,1.0211613178253174,1.2316946983337402,
0.4063735604286194,0.4272066652774811,0.6788651943206787,0.0250409562140703,0.6911565661430359,0.9544293880462646,
0.3996954560279846,0.4263814687728882,0.6786203384399414,0.0258407443761825,0.7436400055885315,0.9797258973121644,
0.4072865545749664,0.4634911119937897,0.6785086989402771,0.0323702357709407,1.1278033256530762,1.2186540365219116,85.37356567382812
0.4076160192489624,0.419804185628891,0.677861213684082,0.032869167625904,0.810799241065979,0.9612232446670532,
0.3853581249713897,0.5534697771072388,0.6776450872421265,0.0239290054887533,0.7604719996452332,1.083949327468872,
0.6717833876609802,0.4368028044700622,0.6774090528488159,0.0297053754329681,1.0669915676116943,1.1730588674545288,
0.2798137664794922,0.5152862071990967,0.6773862838745117,0.027138601988554,0.7356559634208679,1.0548079013824463,
0.3628233969211578,0.4366785585880279,0.6772046089172363,0.0402313098311424,0.9592056274414062,1.1313194036483765,
0.3930379450321197,0.3912440240383148,0.6757107377052307,0.0350308865308761,0.7454633116722107,0.9408481121063232,
0.5084145069122314,0.635460376739502,0.675067126750946,0.0955158397555351,0.9556204080581664,1.3445155620574951,
0.5549554824829102,0.4229350686073303,0.6748217344284058,0.0452858582139015,1.2076809406280518,1.3005046844482422,
0.3169155120849609,0.3945043087005615,0.6746279001235962,0.0313281565904617,1.046974778175354,1.167186617851257,
0.4082909524440765,0.3750783801078796,0.6744283437728882,0.0283513981848955,0.723767876625061,0.9617377519607544,
0.5391842722892761,0.3874285221099853,0.6741752624511719,0.0378733687102794,0.9528683423995972,1.106287121772766,
0.3501058220863342,0.3671247959136963,0.6729164123535156,0.0400085672736167,0.7833054065704346,0.9651119709014891,
0.5266458988189697,0.3608411252498626,0.6728653907775879,0.032699529081583,0.9033369421958924,1.025572419166565,
0.4172206521034241,0.3756574094295501,0.6728088855743408,0.0421909093856811,1.066230058670044,1.1986916065216064,
0.4766589701175689,0.3498710393905639,0.6721233129501343,0.0258088652044534,0.7646160125732422,0.964091956615448,
0.5686449408531189,0.4623346030712127,0.6721161603927612,0.0453666411340236,1.040575385093689,1.3119394779205322,
0.4539110958576202,0.3504600524902344,0.6720832586288452,0.0219387989491224,0.8086609840393066,1.011704921722412,
0.5042110681533813,0.3926695585250854,0.6712992191314697,0.0364681594073772,0.7735564708709717,1.0473029613494873,
0.4358956217765808,0.3930606544017792,0.6712371706962585,0.0304830688983201,0.7646527886390686,1.0305891036987305,
0.2080705463886261,0.4872621297836303,0.6710914969444275,0.0438502468168735,0.880390465259552,1.0559537410736084,
0.4393074810504913,0.3375580310821533,0.6709516048431396,0.0270523373037576,0.8660815358161926,1.0310275554656982,
0.4784166812896728,0.4039197564125061,0.6709023714065552,0.0273339916020631,0.9575794339179992,1.2153087854385376,97.9592742919922
0.7197629809379578,0.4370626211166382,0.6708645820617676,0.0398699529469013,0.9722532033920288,1.2590662240982056,
0.4935349225997925,0.3427751064300537,0.6707544922828674,0.0392202399671077,0.8115572333335876,0.9829784631729126,
0.5243051052093506,0.4977437853813171,0.6706641912460327,0.0657160282135009,1.029976725578308,1.3017611503601074,
0.4879757463932037,0.4132200181484222,0.6704114675521851,0.0354108586907386,1.1028515100479126,1.3326706886291504,100.82955169677734
0.3337562978267669,0.3432099819183349,0.6703625321388245,0.0317781940102577,0.8049706816673279,0.9545477628707886,
0.6130474209785461,0.3333962261676788,0.6702536344528198,0.0335346609354019,0.972784698009491,1.0991873741149902,
0.3644678592681885,0.3516755104064941,0.6699610948562622,0.032177660614252,1.0181158781051636,1.0846773386001587,
0.4474162757396698,0.3278884887695312,0.6697931885719299,0.0290203355252742,0.9206247329711914,1.07124662399292,
0.3300491869449615,0.4752159118652344,0.6695878505706787,0.0296769887208938,0.8125425577163696,1.0716369152069092,
1.5438610315322876,0.6249122619628906,0.6693347692489624,0.1744869649410247,1.289783954620361,1.4707794189453125,
0.6338451504707336,0.4192667007446289,0.6690381765365601,0.0575970634818077,0.9318655729293824,1.2259600162506104,
0.4316878914833069,0.3205466866493225,0.6689997315406799,0.0250074751675128,0.7987905144691467,1.009223222732544,
0.3759288787841797,0.3814992904663086,0.6688376069068909,0.0317046605050563,0.8948723673820496,1.1853327751159668,
0.4905969500541687,0.3879064321517944,0.6687769889831543,0.0323351584374904,1.2114012241363523,1.3761258125305176,
0.4769493043422699,0.4549474418163299,0.6686691045761108,0.0289209801703691,0.857293426990509,1.0293192863464355,
0.4053415358066559,0.3284934759140014,0.668581485748291,0.0428015924990177,0.8936181664466858,0.9776967763900756,
0.4590637981891632,0.3206452429294586,0.668505072593689,0.0298557076603174,0.9063481092453004,1.0571510791778564,
0.583048403263092,0.3798022270202636,0.6681761145591736,0.0291247963905334,0.7370837926864624,0.9917844533920288,
0.3682358562946319,0.4698672890663147,0.6681551337242126,0.0460047982633113,1.0015991926193235,1.2714728116989136,
0.5625064969062805,0.3264325261116028,0.6681181192398071,0.0338889807462692,1.0336580276489258,1.1159138679504397,
0.4950645864009857,0.5334388017654419,0.6681168079376221,0.0738831013441085,0.8023127913475037,1.1381070613861084,
0.7938039302825928,0.4767042696475982,0.6680916547775269,0.0856111422181129,0.9826599359512328,1.2879736423492432,
