[log] tee initialized at 2025-12-08 11:01:33 -> temp_Bidi_cvae_11param_2channel\cvae_20251208-110133\train.log
[Data] Warning: Single measurement sample detected. Duplicating to N=2 for BatchNorm compatibility.
[Info] Loading dual proxies from temp_Bidi_cvae_11param_2channel/proxy_dual
[L_trust] using 20000 ref rows from temp_Bidi_cvae_11param_2channel/proxy_dual\proxy_Ytr_norm.npy
D:\Miniconda\envs\DL\Lib\site-packages\torch\optim\lr_scheduler.py:182: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn(
 >> Epoch 001 | Train Total=26.0342 | Val post/prior Total=11.5436/9.3441, Recon post/prior=0.8610/0.8545, KL=4.5025, | CycSim post total/iv/gm=0.8430/0.3523/0.4907, | CycSim prior total/iv/gm=0.8488/0.3531/0.4957, | CycMeas total/iv/gm=0.7646/0.2988/0.4658, | train Physical Sim/Meas=0.0162/2.7234, | PriorBnd post/prior=7.61e-07/5.10e-07 | Best inf | Patience 1/100
[Update] best val_cyc_meas improved to 0.764554 @ epoch 1
 >> Epoch 002 | Train Total=24.4848 | Val post/prior Total=10.6700/8.6894, Recon post/prior=0.8461/0.8334, KL=4.3319, | CycSim post total/iv/gm=0.7657/0.3237/0.4420, | CycSim prior total/iv/gm=0.7854/0.3307/0.4547, | CycMeas total/iv/gm=0.6198/0.2275/0.3923, | train Physical Sim/Meas=0.0152/2.7194, | PriorBnd post/prior=3.97e-06/1.67e-06 | Best 0.7646 | Patience 1/100
[Update] best val_cyc_meas improved to 0.619813 @ epoch 2
 >> Epoch 003 | Train Total=21.8795 | Val post/prior Total=11.3872/9.1893, Recon post/prior=0.8437/0.8324, KL=4.4516, | CycSim post total/iv/gm=0.8316/0.3528/0.4788, | CycSim prior total/iv/gm=0.8353/0.3547/0.4807, | CycMeas total/iv/gm=1.2420/0.5110/0.7310, | train Physical Sim/Meas=0.0131/2.7521, | PriorBnd post/prior=4.75e-07/0.00e+00 | Best 0.6198 | Patience 1/100
 >> Epoch 004 | Train Total=22.2538 | Val post/prior Total=10.9719/8.6907, Recon post/prior=0.8468/0.8346, KL=5.0563, | CycSim post total/iv/gm=0.7595/0.3185/0.4410, | CycSim prior total/iv/gm=0.7853/0.3302/0.4550, | CycMeas total/iv/gm=0.8977/0.3482/0.5494, | train Physical Sim/Meas=0.0132/2.6134, | PriorBnd post/prior=1.90e-06/2.05e-09 | Best 0.6198 | Patience 2/100
 >> Epoch 005 | Train Total=23.0775 | Val post/prior Total=11.5650/9.2038, Recon post/prior=0.8595/0.8451, KL=5.6348, | CycSim post total/iv/gm=0.7887/0.3272/0.4615, | CycSim prior total/iv/gm=0.8354/0.3476/0.4878, | CycMeas total/iv/gm=0.9677/0.3804/0.5873, | train Physical Sim/Meas=0.0136/2.4095, | PriorBnd post/prior=2.74e-06/5.46e-09 | Best 0.6198 | Patience 3/100
 >> Epoch 006 | Train Total=20.9661 | Val post/prior Total=9.6838/6.7313, Recon post/prior=0.8507/0.8383, KL=7.3304, | CycSim post total/iv/gm=0.5166/0.2137/0.3029, | CycSim prior total/iv/gm=0.5888/0.2425/0.3462, | CycMeas total/iv/gm=0.9266/0.3622/0.5645, | train Physical Sim/Meas=0.0117/2.1184, | PriorBnd post/prior=2.27e-05/1.27e-08 | Best 0.6198 | Patience 4/100
 >> Epoch 007 | Train Total=20.6898 | Val post/prior Total=9.3699/5.3892, Recon post/prior=0.9068/0.8685, KL=8.2461, | CycSim post total/iv/gm=0.4336/0.1830/0.2506, | CycSim prior total/iv/gm=0.4516/0.1873/0.2642, | CycMeas total/iv/gm=0.4589/0.1579/0.3010, | train Physical Sim/Meas=0.0106/1.2339, | PriorBnd post/prior=4.26e-04/1.58e-06 | Best 0.6198 | Patience 5/100
[Update] best val_cyc_meas improved to 0.458852 @ epoch 7
 >> Epoch 008 | Train Total=26.5340 | Val post/prior Total=11.4275/5.5857, Recon post/prior=1.0405/0.9538, KL=9.5029, | CycSim post total/iv/gm=0.5626/0.2461/0.3165, | CycSim prior total/iv/gm=0.4624/0.1993/0.2632, | CycMeas total/iv/gm=0.2110/0.0620/0.1490, | train Physical Sim/Meas=0.0136/0.7384, | PriorBnd post/prior=2.69e-03/3.40e-04 | Best 0.4589 | Patience 1/100
[Update] best val_cyc_meas improved to 0.211015 @ epoch 8
 >> Epoch 009 | Train Total=15.9299 | Val post/prior Total=6.5757/5.5249, Recon post/prior=0.9533/0.9010, KL=2.9987, | CycSim post total/iv/gm=0.4115/0.1808/0.2307, | CycSim prior total/iv/gm=0.4617/0.1999/0.2617, | CycMeas total/iv/gm=0.2320/0.0932/0.1388, | train Physical Sim/Meas=0.0081/0.7522, | PriorBnd post/prior=5.76e-03/3.05e-03 | Best 0.2110 | Patience 1/100
 >> Epoch 010 | Train Total=10.4241 | Val post/prior Total=6.0589/4.8918, Recon post/prior=0.9403/0.9073, KL=2.2424, | CycSim post total/iv/gm=0.3989/0.1790/0.2199, | CycSim prior total/iv/gm=0.3975/0.1781/0.2194, | CycMeas total/iv/gm=0.3501/0.1394/0.2107, | train Physical Sim/Meas=0.0054/1.0343, | PriorBnd post/prior=7.01e-03/5.57e-03 | Best 0.2110 | Patience 2/100
 >> Epoch 011 | Train Total=9.3739 | Val post/prior Total=5.5899/4.5325, Recon post/prior=0.9375/0.9121, KL=1.8266, | CycSim post total/iv/gm=0.3731/0.1642/0.2088, | CycSim prior total/iv/gm=0.3610/0.1587/0.2024, | CycMeas total/iv/gm=0.3200/0.1262/0.1938, | train Physical Sim/Meas=0.0049/1.1226, | PriorBnd post/prior=9.27e-03/7.65e-03 | Best 0.2110 | Patience 3/100
 >> Epoch 012 | Train Total=8.8500 | Val post/prior Total=5.8263/4.7061, Recon post/prior=0.9198/0.8997, KL=1.7827, | CycSim post total/iv/gm=0.4007/0.1756/0.2251, | CycSim prior total/iv/gm=0.3796/0.1659/0.2137, | CycMeas total/iv/gm=0.3058/0.1213/0.1845, | train Physical Sim/Meas=0.0046/1.1428, | PriorBnd post/prior=9.00e-03/7.69e-03 | Best 0.2110 | Patience 4/100
 >> Epoch 013 | Train Total=8.5879 | Val post/prior Total=5.9979/5.0225, Recon post/prior=0.9224/0.9027, KL=1.6177, | CycSim post total/iv/gm=0.4258/0.1919/0.2338, | CycSim prior total/iv/gm=0.4109/0.1828/0.2281, | CycMeas total/iv/gm=0.3064/0.1229/0.1835, | train Physical Sim/Meas=0.0045/1.1352, | PriorBnd post/prior=1.24e-02/1.14e-02 | Best 0.2110 | Patience 5/100
 >> Epoch 014 | Train Total=8.3156 | Val post/prior Total=5.3660/4.3280, Recon post/prior=0.9077/0.8895, KL=1.5504, | CycSim post total/iv/gm=0.3675/0.1644/0.2031, | CycSim prior total/iv/gm=0.3428/0.1540/0.1888, | CycMeas total/iv/gm=0.2241/0.0929/0.1312, | train Physical Sim/Meas=0.0044/1.1257, | PriorBnd post/prior=1.24e-02/1.16e-02 | Best 0.2110 | Patience 6/100
 >> Epoch 015 | Train Total=7.7416 | Val post/prior Total=5.4560/4.4995, Recon post/prior=0.9020/0.8856, KL=1.4970, | CycSim post total/iv/gm=0.3797/0.1685/0.2112, | CycSim prior total/iv/gm=0.3604/0.1601/0.2003, | CycMeas total/iv/gm=0.1835/0.0792/0.1044, | train Physical Sim/Meas=0.0041/1.1011, | PriorBnd post/prior=1.21e-02/9.85e-03 | Best 0.2110 | Patience 7/100
[Update] best val_cyc_meas improved to 0.183544 @ epoch 15
 >> Epoch 016 | Train Total=7.5573 | Val post/prior Total=5.1864/4.3027, Recon post/prior=0.8970/0.8869, KL=1.3133, | CycSim post total/iv/gm=0.3625/0.1611/0.2014, | CycSim prior total/iv/gm=0.3405/0.1520/0.1885, | CycMeas total/iv/gm=0.2200/0.0921/0.1279, | train Physical Sim/Meas=0.0041/1.0562, | PriorBnd post/prior=1.32e-02/1.28e-02 | Best 0.1835 | Patience 1/100
 >> Epoch 017 | Train Total=7.2835 | Val post/prior Total=4.7332/3.9249, Recon post/prior=0.8889/0.8780, KL=1.2261, | CycSim post total/iv/gm=0.3223/0.1428/0.1795, | CycSim prior total/iv/gm=0.3037/0.1349/0.1689, | CycMeas total/iv/gm=0.1455/0.0626/0.0829, | train Physical Sim/Meas=0.0040/1.0458, | PriorBnd post/prior=1.40e-02/1.31e-02 | Best 0.1835 | Patience 2/100
[Update] best val_cyc_meas improved to 0.145504 @ epoch 17
 >> Epoch 018 | Train Total=7.2399 | Val post/prior Total=5.3481/4.4582, Recon post/prior=0.8967/0.8866, KL=1.3101, | CycSim post total/iv/gm=0.3788/0.1706/0.2083, | CycSim prior total/iv/gm=0.3562/0.1615/0.1946, | CycMeas total/iv/gm=0.1309/0.0594/0.0715, | train Physical Sim/Meas=0.0040/1.0542, | PriorBnd post/prior=1.26e-02/1.15e-02 | Best 0.1455 | Patience 1/100
[Update] best val_cyc_meas improved to 0.130885 @ epoch 18
 >> Epoch 019 | Train Total=7.1296 | Val post/prior Total=4.8252/4.1416, Recon post/prior=0.8994/0.8907, KL=1.2388, | CycSim post total/iv/gm=0.3298/0.1507/0.1791, | CycSim prior total/iv/gm=0.3240/0.1485/0.1755, | CycMeas total/iv/gm=0.2281/0.0916/0.1365, | train Physical Sim/Meas=0.0040/1.0294, | PriorBnd post/prior=9.95e-03/9.32e-03 | Best 0.1309 | Patience 1/100
 >> Epoch 020 | Train Total=6.8510 | Val post/prior Total=4.8513/4.1884, Recon post/prior=0.8785/0.8760, KL=0.9652, | CycSim post total/iv/gm=0.3483/0.1593/0.1889, | CycSim prior total/iv/gm=0.3302/0.1526/0.1776, | CycMeas total/iv/gm=0.1901/0.0765/0.1136, | train Physical Sim/Meas=0.0039/1.0389, | PriorBnd post/prior=7.51e-03/8.01e-03 | Best 0.1309 | Patience 2/100
