VOFF,U0,NS0ACCS,NFACTOR,ETA0,VSAT,VDSCALE,CDSCD,LAMBDA,MEXPACCD,DELTA,UA,UB,U0ACCS,final_loss
2.1001386642456055,0.3007333278656006,1.8621627857738138e+17,2.685436487197876,0.0,10000001.0,0.5000001192092896,0.14950613677501678,0.1250813752412796,6.268682956695557,17.706012725830078,1.000000013351432e-10,1.3056235590643181e-19,0.08592699468135834,0.1635889858007431
