domain,sup_ps,prior_l2_ps,prior_bnd_ps,cyc_sim_ps,knn_min,knn_mean_k,jac_sigma_max,proxy_floor_ps
sim,0.4576431214809418,1.1218093633651731,0.0059808939695358,0.1540424227714538,1.508861422538757,1.83813738822937,,0.0258965510874986
sim,0.6024976372718811,0.7633662223815918,0.0,0.1250191777944564,1.3582404851913452,1.78348708152771,,0.0316793918609619
sim,0.6748161315917969,0.7310454845428467,0.0,0.1230205669999122,1.6496611833572388,1.924068808555603,,0.046420007944107
sim,0.5844169855117798,1.2016810178756714,0.0,0.116263061761856,1.2173367738723757,1.9727100133895876,,0.0492552556097507
sim,0.6003640294075012,0.6453812718391418,0.0,0.1052589043974876,1.2980977296829224,1.764846682548523,,0.0317545570433139
sim,0.3430023193359375,0.9793774485588074,0.0,0.0990064591169357,1.7943859100341797,1.9842768907547,,0.052190002053976
sim,0.3124328553676605,0.9150599241256714,0.0,0.0985371470451355,1.3891888856887815,1.607622742652893,,0.0493473000824451
sim,0.570641040802002,1.030626654624939,0.0,0.0963759124279022,1.7873073816299438,2.02109694480896,,0.0541705340147018
sim,0.3238422870635986,0.6338003277778625,0.0,0.0937918499112129,1.4897866249084473,1.7764703035354614,,0.0408922471106052
meas,,0.9872188568115234,0.0,0.091382972896099,1.2925597429275513,1.4924917221069336,,
sim,0.3872373104095459,1.0127463340759275,0.0,0.083706684410572,1.5281243324279783,1.7780078649520874,,0.0363788679242134
sim,0.5653074383735657,0.6896325349807739,0.0,0.0833484232425689,1.557274580001831,1.767234444618225,,0.0307224988937377
sim,0.4760589003562927,0.6321679353713989,0.0,0.082765057682991,1.6644275188446045,1.894413471221924,,0.0211863964796066
sim,0.2907706797122955,0.9608647227287292,0.0,0.0825603157281875,1.6768271923065186,1.8449220657348635,,0.0372372418642044
sim,0.6469443440437317,0.5925177931785583,0.0,0.0824565216898918,1.5703598260879517,1.971287727355957,,0.0473593696951866
sim,0.5591942667961121,0.581073522567749,0.0,0.0818607360124588,1.492810845375061,1.9066742658615112,,0.0350296609103679
sim,0.5996336936950684,0.5759776830673218,0.0,0.0816312134265899,1.4976632595062256,1.7924768924713137,,0.0940957441926002
sim,0.4178568422794342,0.707029402256012,0.0,0.0803327038884162,1.6514567136764526,1.8000670671463013,,0.0369216054677963
sim,0.4008994102478027,0.5782321691513062,0.0,0.0802664309740066,1.7091766595840454,1.8268828392028809,,0.0263814236968755
sim,0.6132335662841797,0.6523663401603699,0.0,0.0802254676818847,1.827714920043945,2.132050037384033,,0.0331625416874885
sim,0.498800128698349,0.4966011047363281,0.0,0.0795706212520599,1.914888620376587,2.131098747253418,,0.0176901686936616
sim,0.3518382012844085,0.7488736510276794,0.0,0.079375073313713,1.76509690284729,1.953486919403076,,0.043213564902544
sim,0.4889558255672455,0.5749282240867615,0.0,0.0768746882677078,1.6554526090621948,1.842369794845581,,0.0178233627229928
sim,0.5302218794822693,0.6715602874755859,0.0,0.0765627548098564,1.5928916931152344,1.8549842834472656,,0.0472868233919143
